Optimization,Result
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -dse -globaldce -inline, secure
-dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -dce -deadargelim -dse -globaldce -inline, secure
-adce -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -dce -deadargelim -dse -globaldce -inline, secure
-break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-adce -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -dse -globaldce -inline, secure
-codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -dse -globaldce -inline, secure
-constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -deadargelim -dse -globaldce -inline, secure
-globalopt -inline, secure
-scev-aa -globalopt -inline, secure
-adce -globalopt -inline, secure
-scev-aa -adce -globalopt -inline, secure
-always-inline -globalopt -inline, secure
-scev-aa -always-inline -globalopt -inline, secure
-adce -always-inline -globalopt -inline, secure
-scev-aa -adce -always-inline -globalopt -inline, secure
-argpromotion -globalopt -inline, secure
-scev-aa -argpromotion -globalopt -inline, secure
-adce -argpromotion -globalopt -inline, secure
-scev-aa -adce -argpromotion -globalopt -inline, secure
-always-inline -argpromotion -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -globalopt -inline, secure
-adce -always-inline -argpromotion -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -globalopt -inline, secure
-break-crit-edges -globalopt -inline, secure
-scev-aa -break-crit-edges -globalopt -inline, secure
-adce -break-crit-edges -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -globalopt -inline, secure
-always-inline -break-crit-edges -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -globalopt -inline, secure
-adce -always-inline -break-crit-edges -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -globalopt -inline, secure
-argpromotion -break-crit-edges -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -globalopt -inline, secure
-codegenprepare -globalopt -inline, secure
-scev-aa -codegenprepare -globalopt -inline, secure
-adce -codegenprepare -globalopt -inline, secure
-scev-aa -adce -codegenprepare -globalopt -inline, secure
-always-inline -codegenprepare -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -globalopt -inline, secure
-adce -always-inline -codegenprepare -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -globalopt -inline, secure
-argpromotion -codegenprepare -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -globalopt -inline, secure
-adce -argpromotion -codegenprepare -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -globalopt -inline, secure
-break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -globalopt -inline, secure
-constmerge -globalopt -inline, secure
-scev-aa -constmerge -globalopt -inline, secure
-adce -constmerge -globalopt -inline, secure
-scev-aa -adce -constmerge -globalopt -inline, secure
-always-inline -constmerge -globalopt -inline, secure
-scev-aa -always-inline -constmerge -globalopt -inline, secure
-adce -always-inline -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -constmerge -globalopt -inline, secure
-argpromotion -constmerge -globalopt -inline, secure
-scev-aa -argpromotion -constmerge -globalopt -inline, secure
-adce -argpromotion -constmerge -globalopt -inline, secure
-scev-aa -adce -argpromotion -constmerge -globalopt -inline, secure
-always-inline -argpromotion -constmerge -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -constmerge -globalopt -inline, secure
-adce -always-inline -argpromotion -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -globalopt -inline, secure
-break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -break-crit-edges -constmerge -globalopt -inline, secure
-adce -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -constmerge -globalopt -inline, secure
-always-inline -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -constmerge -globalopt -inline, secure
-adce -always-inline -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -globalopt -inline, secure
-argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -globalopt -inline, secure
-codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -codegenprepare -constmerge -globalopt -inline, secure
-adce -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -codegenprepare -constmerge -globalopt -inline, secure
-always-inline -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -constmerge -globalopt -inline, secure
-adce -always-inline -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -globalopt -inline, secure
-argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-adce -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -globalopt -inline, secure
-break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -globalopt -inline, secure
-dce -globalopt -inline, secure
-scev-aa -dce -globalopt -inline, secure
-adce -dce -globalopt -inline, secure
-scev-aa -adce -dce -globalopt -inline, secure
-always-inline -dce -globalopt -inline, secure
-scev-aa -always-inline -dce -globalopt -inline, secure
-adce -always-inline -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -dce -globalopt -inline, secure
-argpromotion -dce -globalopt -inline, secure
-scev-aa -argpromotion -dce -globalopt -inline, secure
-adce -argpromotion -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -dce -globalopt -inline, secure
-always-inline -argpromotion -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -dce -globalopt -inline, secure
-break-crit-edges -dce -globalopt -inline, secure
-scev-aa -break-crit-edges -dce -globalopt -inline, secure
-adce -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -dce -globalopt -inline, secure
-always-inline -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -dce -globalopt -inline, secure
-adce -always-inline -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -globalopt -inline, secure
-argpromotion -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -globalopt -inline, secure
-codegenprepare -dce -globalopt -inline, secure
-scev-aa -codegenprepare -dce -globalopt -inline, secure
-adce -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -codegenprepare -dce -globalopt -inline, secure
-always-inline -codegenprepare -dce -globalopt -inline, secure
-scev-aa -always-inline -codegenprepare -dce -globalopt -inline, secure
-adce -always-inline -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -codegenprepare -dce -globalopt -inline, secure
-argpromotion -codegenprepare -dce -globalopt -inline, secure
-scev-aa -argpromotion -codegenprepare -dce -globalopt -inline, secure
-adce -argpromotion -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -globalopt -inline, secure
-always-inline -argpromotion -codegenprepare -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -globalopt -inline, secure
-break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-adce -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-always-inline -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -inline, secure
-constmerge -dce -globalopt -inline, secure
-scev-aa -constmerge -dce -globalopt -inline, secure
-adce -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -constmerge -dce -globalopt -inline, secure
-always-inline -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -constmerge -dce -globalopt -inline, secure
-adce -always-inline -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -constmerge -dce -globalopt -inline, secure
-argpromotion -constmerge -dce -globalopt -inline, secure
-scev-aa -argpromotion -constmerge -dce -globalopt -inline, secure
-adce -argpromotion -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -constmerge -dce -globalopt -inline, secure
-always-inline -argpromotion -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -globalopt -inline, secure
-break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -break-crit-edges -constmerge -dce -globalopt -inline, secure
-adce -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -globalopt -inline, secure
-always-inline -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -globalopt -inline, secure
-adce -always-inline -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -globalopt -inline, secure
-argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -inline, secure
-codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -codegenprepare -constmerge -dce -globalopt -inline, secure
-adce -codegenprepare -constmerge -dce -globalopt -inline, secure
-scev-aa -adce -codegenprepare -constmerge -dce -globalopt -inline, secure
