Optimization,Result
-scev-aa -argpromotion -dce -globalopt -instcombine, secure
-adce -argpromotion -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -dce -globalopt -instcombine, secure
-always-inline -argpromotion -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -dce -globalopt -instcombine, secure
-break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -break-crit-edges -dce -globalopt -instcombine, secure
-adce -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -dce -globalopt -instcombine, secure
-always-inline -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -dce -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -globalopt -instcombine, secure
-argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -globalopt -instcombine, secure
-codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -codegenprepare -dce -globalopt -instcombine, secure
-adce -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -dce -globalopt -instcombine, secure
-always-inline -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -dce -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -dce -globalopt -instcombine, secure
-argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -globalopt -instcombine, secure
-constmerge -dce -globalopt -instcombine, secure
-scev-aa -constmerge -dce -globalopt -instcombine, secure
-adce -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -constmerge -dce -globalopt -instcombine, secure
-always-inline -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -constmerge -dce -globalopt -instcombine, secure
-argpromotion -constmerge -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -constmerge -dce -globalopt -instcombine, secure
-adce -argpromotion -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -constmerge -dce -globalopt -instcombine, secure
-always-inline -argpromotion -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -globalopt -instcombine, secure
-break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-adce -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-always-inline -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -globalopt -instcombine, secure
-codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-always-inline -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -dce -globalopt -instcombine, secure
-deadargelim -globalopt -instcombine, secure
-scev-aa -deadargelim -globalopt -instcombine, secure
-adce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -deadargelim -globalopt -instcombine, secure
-always-inline -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -deadargelim -globalopt -instcombine, secure
-adce -always-inline -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -deadargelim -globalopt -instcombine, secure
-argpromotion -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -deadargelim -globalopt -instcombine, secure
-break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -deadargelim -globalopt -instcombine, secure
-codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -deadargelim -globalopt -instcombine, secure
-always-inline -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -deadargelim -globalopt -instcombine, secure
-argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -deadargelim -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -deadargelim -globalopt -instcombine, secure
-constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -constmerge -deadargelim -globalopt -instcombine, secure
-adce -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -constmerge -deadargelim -globalopt -instcombine, secure
-argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -deadargelim -globalopt -instcombine, secure
-break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -deadargelim -globalopt -instcombine, secure
-codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -constmerge -deadargelim -globalopt -instcombine, secure
-dce -deadargelim -globalopt -instcombine, secure
-scev-aa -dce -deadargelim -globalopt -instcombine, secure
-adce -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -dce -deadargelim -globalopt -instcombine, secure
-always-inline -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -dce -deadargelim -globalopt -instcombine, secure
-break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -dce -deadargelim -globalopt -instcombine, secure
-codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-always-inline -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -codegenprepare -dce -deadargelim -globalopt -instcombine, secure
-constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -constmerge -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -constmerge -dce -deadargelim -globalopt -instcombine, secure
-break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -argpromotion -break-crit-edges -constmerge -dce -deadargelim -globalopt -instcombine, secure
-codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-adce -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-scev-aa -adce -always-inline -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
-argpromotion -codegenprepare -constmerge -dce -deadargelim -globalopt -instcombine, secure
